# Marcador op1 L3
# n sem_otimz. com_otimiz.
32 3481.8760
64 3197.5154
128 34448.4513
256 39199.6166
512 38403.4304
1000 39673.7345
2000 314844.9028
4000 314360.0844
8000 313658.7095
