# Marcador op2 L3
# n sem_otimz. com_otimiz.
32 342510.7938
64 325936.1164
128 316020.5878
256 313578.5579
512 310923.1425
1000 310494.0355
2000 314838.8559
4000 315010.6200
8000 314858.1381
